path,size,mtime,ext
data\reflections\adaptive_reflection_20250728_020929.md,1535,1753856876.241895,.md
data\reflections\adaptive_reflection_20250728_020929.txt,1535,1753856876.2209513,.txt
data\reflections\adaptive_reflection_20250730_173443.md,1382,1753864483.9530015,.md
data\reflections\adaptive_reflection_20250730_173443.txt,1382,1753864483.9530015,.txt
data\reflections\adaptive_reflection_20250730_174240.md,1515,1753864960.9877732,.md
data\reflections\adaptive_reflection_20250730_174240.txt,1515,1753864960.9887707,.txt
data\reflections\adaptive_reflection_20250730_181950.md,2159,1753867190.5913627,.md
data\reflections\adaptive_reflection_20250730_181950.txt,2159,1753867190.5923603,.txt
data\reflections\adaptive_reflection_20250731_201024.md,923,1753960224.4514222,.md
data\reflections\adaptive_reflection_20250731_201024.txt,923,1753960224.45242,.txt
data\reflections\adaptive_reflection_20250731_201407.md,1366,1753960447.6301746,.md
data\reflections\adaptive_reflection_20250731_201407.txt,1366,1753960447.6301746,.txt
data\reflections\adaptive_reflection_20250731_202345.md,1894,1753961025.8509722,.md
data\reflections\adaptive_reflection_20250731_202345.txt,1894,1753961025.8518238,.txt
data\reflections\adaptive_reflection_20250731_203358.md,1463,1753961638.292129,.md
data\reflections\adaptive_reflection_20250731_203358.txt,1463,1753961638.2931242,.txt
data\reflections\reflection_2025-08-03T13-28-11Z.json,138,1754227691.8690608,.json
data\reflections\reflection_2025-08-03T13-35-32Z.json,138,1754228132.845809,.json
data\reflections\reflection_2025-08-03T15-26-00Z.json,138,1754234760.9901364,.json
data\reflections\reflection_2025-08-03T15-32-45Z.json,138,1754235165.923869,.json
data\reflections\reflection_2025-08-03T16-27-56Z.json,138,1754238476.4887235,.json
data\reflections\reflection_2025-08-04T01-44-42Z.json,138,1754271882.1483288,.json
data\reflections\reflection_2025-08-04T02-02-26Z.json,138,1754272946.3839424,.json
data\reflections\reflection_2025-08-04T02-04-45Z.json,138,1754273085.603294,.json
data\reflections\reflection_2025-08-04T03-34-31Z.json,138,1754278471.225902,.json
data\reflections\reflection_2025-08-04T07-36-45Z.json,138,1754293005.2389383,.json
data\reflections\reflection_2025-08-04T08-36-08Z.json,138,1754296568.6841137,.json
data\reflections\reflection_2025-08-04T11-12-39Z.json,138,1754305959.3137612,.json
data\reflections\reflection_2025-08-04T11-17-17Z.json,138,1754306237.1401968,.json
data\reflections\reflection_2025-08-04T11-24-47Z.json,138,1754306687.3529136,.json
data\reflections\reflection_2025-08-04T11-30-34Z.json,138,1754307034.623736,.json
data\reflections\reflection_2025-08-04T14-06-52Z.json,138,1754316412.1058974,.json
data\reflections\reflection_2025-08-04T14-11-14Z.json,138,1754316674.4219182,.json
data\reflections\reflection_2025-08-05T04-20-06Z.json,138,1754367606.5185864,.json
data\reflections\reflection_2025-08-05T04-28-14Z.json,138,1754368094.5783145,.json
data\reflections\reflection_2025-08-05T04-42-36Z.json,138,1754368956.1868908,.json
data\reflections\reflection_2025-08-05T04-49-59Z.json,138,1754369399.5886183,.json
data\reflections\reflection_2025-08-05T05-04-37Z.json,138,1754370277.8703797,.json
data\reflections\reflection_2025-08-05T05-25-52Z.json,138,1754371552.6200352,.json
data\reflections\reflection_2025-08-05T05-52-11Z.json,220,1754373131.59377,.json
data\reflections\reflection_2025-08-05T08-26-23Z.json,221,1754382383.7910078,.json
data\reflections\reflection_2025-08-05T08-53-15Z.json,221,1754383995.6059332,.json
data\reflections\reflection_2025-08-05T08-56-22Z.json,221,1754384182.994583,.json
data\reflections\reflection_2025-08-05T09-06-56Z.json,221,1754384816.140897,.json
data\reflections\reflection_2025-08-05T09-31-26Z.json,221,1754386286.613307,.json
data\reflections\reflection_2025-08-05T09-35-35Z.json,220,1754386535.0129392,.json
data\reflections\reflection_2025-08-06T09-47-01Z.json,147,1754473621.5932798,.json
data\reflections\reflection_2025-08-06T09-51-22Z.json,147,1754473882.2816832,.json
data\reflections\reflection_2025-08-06T09-57-29Z.json,147,1754474249.5770476,.json
data\reflections\reflection_2025-08-06T10-08-11Z.json,147,1754474891.0676572,.json
data\reflections\reflection_2025-08-06T10-13-14Z.json,147,1754475194.3730958,.json
data\reflections\reflection_2025-08-06T10-18-01Z.json,147,1754475481.153571,.json
data\reflections\reflection_2025-08-06T10-26-04Z.json,147,1754475964.7163255,.json
data\reflections\reflection_2025-08-06T10-36-06Z.json,147,1754476566.9220493,.json
data\reflections\reflection_2025-08-06T10-38-40Z.json,147,1754476720.6243057,.json
data\reflections\reflection_2025-08-06T10-43-30Z.json,147,1754477010.7055147,.json
data\reflections\reflection_2025-08-06T10-50-02Z.json,147,1754477402.436604,.json
data\reflections\reflection_2025-08-06T10-54-54Z.json,147,1754477694.2935324,.json
data\reflections\reflection_2025-08-06T11-18-01Z.json,147,1754479081.6467638,.json
data\reflections\reflection_20250725.md,25,1753856876.2448914,.md
data\reflections\reflection_20250725_131054.md,64,1753856876.2473953,.md
data\reflections\reflection_20250725_132217.md,64,1753856876.2229452,.md
data\reflections\reflection_20250725_132610.md,64,1753856876.250383,.md
data\reflections\reflection_20250725_132729.md,64,1753856876.224941,.md
data\reflections\reflection_20250725_132926.md,64,1753856876.252378,.md
data\reflections\reflection_20250725_133107.md,64,1753856876.227932,.md
data\reflections\reflection_20250725_133533.md,64,1753856876.2553701,.md
data\reflections\reflection_20250725_133837.md,64,1753856876.2299266,.md
data\reflections\reflection_20250726_161124.md,64,1753856876.2583618,.md
data\reflections\reflection_20250726_161307.md,64,1753856876.2319217,.md
data\reflections\reflection_20250726_161605.md,64,1753856876.2613542,.md
data\reflections\reflection_20250726_161940.md,64,1753856876.2349138,.md
data\reflections\reflection_20250726_162216.md,64,1753856876.265343,.md
data\reflections\reflection_20250726_162510.md,64,1753856876.2369082,.md
data\reflections\reflection_20250726_162700.md,64,1753856876.2683349,.md
data\reflections\reflection_20250726_163323.md,64,1753856876.2399,.md
data\reflections\reflection_20250726_164416.md,64,1753856876.2703297,.md
data\reflections\reflection_20250726_165023.md,64,1753856876.241895,.md
data\reflections\reflection_20250726_172239.md,64,1753856876.2723243,.md
data\reflections\reflection_20250726_222635.md,64,1753856876.2448914,.md
data\reflections\reflection_20250726_222635.txt,48,1753856876.2753284,.txt
data\reflections\reflection_20250727_150343.md,47,1753856876.2473953,.md
data\reflections\reflection_20250727_151414.md,64,1753856876.2828345,.md
data\reflections\reflection_20250727_151414.txt,48,1753856876.250383,.txt
data\reflections\reflection_20250727_153607.md,64,1753856876.2853403,.md
data\reflections\reflection_20250727_153607.txt,48,1753856876.252378,.txt
data\reflections\reflection_20250727_153947.md,64,1753856876.2873347,.md
data\reflections\reflection_20250727_153947.txt,48,1753856876.2553701,.txt
data\reflections\reflection_20250727_172219.md,64,1753856876.2583618,.md
data\reflections\reflection_20250727_172219.txt,48,1753856876.2893295,.txt
data\reflections\reflection_20250727_174053.md,64,1753856876.2923226,.md
data\reflections\reflection_20250727_174053.txt,48,1753856876.2673376,.txt
data\reflections\reflection_20250727_174227.md,64,1753856876.2703297,.md
data\reflections\reflection_20250727_174227.txt,48,1753856876.2963123,.txt
data\reflections\reflection_20250727_222227.md,62,1753856876.2993035,.md
data\reflections\reflection_20250727_222854.md,62,1753856876.2723243,.md
data\reflections\reflection_20250727_223613.md,62,1753856876.3012981,.md
data\reflections\reflection_20250727_223613.txt,62,1753856876.2753284,.txt
data\reflections\reflection_memory_2025-08-05T08-40-37Z.json,23760,1754383237.0458415,.json
data\reflections\reflection_memory_2025-08-05T08-47-25Z.json,199,1754383645.7033257,.json
data\reflections\reflection_memory_2025-08-05T08-56-23Z.json,213,1754384183.0026839,.json
data\reflections\reflection_memory_2025-08-05T09-06-56Z.json,261,1754384816.1485376,.json
data\reflections\reflection_memory_2025-08-05T09-17-07Z.json,261,1754385427.293049,.json
data\reflections\reflection_memory_2025-08-05T09-21-15Z.json,261,1754385675.5580103,.json
data\reflections\reflection_memory_2025-08-05T09-25-47Z.json,165,1754385947.5920837,.json
data\reflections\reflection_memory_2025-08-05T09-31-26Z.json,309,1754386286.6982331,.json
data\reflections\reflection_memory_2025-08-05T09-35-35Z.json,357,1754386535.061315,.json
data\reflections\reflection_memory_2025-08-05T09-44-58Z.json,165,1754387098.4847,.json
data\reflections\reflection_memory_2025-08-05T09-48-10Z.json,165,1754387290.4219196,.json
data\reflections\reflection_memory_2025-08-05T09-56-36Z.json,165,1754387796.5404532,.json
data\reflections\reflection_memory_2025-08-05T11-35-02Z.json,6615,1754393702.8276434,.json
data\reports\adaptive_reflection_20250801.md,439,1753981926.838488,.md
data\reports\adaptive_reflection_20250801.md.zip,346,1754639127.6758938,.zip
data\reports\ai_insights.json,261,1754209639.8644314,.json
data\reports\ai_insights_report.md,198,1754209639.8651862,.md
data\reports\ai_insights_report.pdf,16129,1754209639.866237,.pdf
data\reports\ai_insight_20250806.md,2963,1754479078.2101548,.md
data\reports\cost_summary_20250805.json,105,1754393702.82465,.json
data\reports\design_conformance_20250808_1553.md,1725,1754635988.1683772,.md
data\reports\design_conformance_20250808_1645.md,1723,1754639149.1203125,.md
data\reports\design_conformance_20250808_1646.md,1723,1754639220.5213466,.md
data\reports\design_conformance_20250808_1649.md,1725,1754639345.7942116,.md
data\reports\design_conformance_20250808_1650.md,1725,1754639447.8618598,.md
data\reports\design_conformance_20250808_1652.md,1725,1754639573.7060466,.md
data\reports\evaluation_report.pdf,14,1754209639.8666856,.pdf
data\reports\font_sanity.pdf,10380,1754622409.6351674,.pdf
data\reports\recovery_log_20250801.md,1084,1753981917.4847608,.md
data\reports\recovery_log_20250801.md.zip,417,1754639127.6814802,.zip
data\reports\summary_dashboard.json,5404,1754393678.4671745,.json
data\reports\system_health_20250801.md,339,1753981073.3065915,.md
data\reports\system_health_20250801.md.zip,347,1754639127.6834762,.zip
data\reports\velos_ai_insights_report_2025-08-05.pdf,19705,1754368955.5912757,.pdf
data\reports\weekly_report.md,62,1754622112.1277268,.md
data\reports\weekly_report.pdf,13884,1754092436.5743659,.pdf
data\reports\weekly_report_2025-08-03.json,113,1754158058.568556,.json
data\reports\weekly_report_2025-08-03.pdf,62060,1754205668.4758995,.pdf
data\reports\weekly_report_2025-08-03.summary.md,388,1754194516.3457406,.md
data\reports\weekly_report_20250726.pdf,16872,1753856876.3641305,.pdf
data\reports\weekly_report_20250726.pdf.zip,15113,1754639127.691656,.zip
data\reports\weekly_report_20250727.pdf,16876,1753856876.3581464,.pdf
data\reports\weekly_report_20250727.pdf.zip,15115,1754639127.697628,.zip
data\reports\weekly_report_20250804 (1).pdf,19382,1754316756.4797628,.pdf
data\reports\weekly_report_20250804.html,1137,1754316672.5693884,.html
data\reports\weekly_report_20250804.md,1019,1754316672.5693884,.md
data\reports\weekly_report_20250804.pdf,44204,1754299567.24889,.pdf
data\reports\weekly_report_20250805.html,1137,1754373130.0644832,.html
data\reports\weekly_report_20250805.md,1019,1754373130.0644832,.md
data\reports\weekly_report_20250805.pdf,12541,1754386533.6018803,.pdf
data\reports\weekly_report_20250807.pdf,12593,1754560993.8527734,.pdf
data\reports\weekly_report_20250808.pdf,24368,1754663595.679886,.pdf
data\reports\weekly_report_20250809.pdf,24368,1754695994.1424704,.pdf
data\reports\weekly_report_test.pdf,10090,1753976353.6500392,.pdf
data\reports\weekly_report_test.pdf.zip,8689,1754639127.7062213,.zip
data\reports\weekly_summary_2025-08-05.html,6041,1754368955.592235,.html
data\reports\weekly_summary_2025-08-05.md,5992,1754368955.592235,.md
data\reports\weekly_summary_2025-08-05.txt,5943,1754368955.5931225,.txt
data\reports\weekly_summary_20250727.md,62,1753856876.3820817,.md
data\reports\weekly_summary_20250727.md.zip,213,1754639127.7082171,.zip
data\reports\weekly_summary_20250728.md,87,1753856876.3840764,.md
data\reports\weekly_summary_20250728.md.zip,236,1754639127.7092147,.zip
data\reports\weekly_summary_20250730.md,87,1753867176.6721964,.md
data\reports\weekly_summary_20250730.md.zip,236,1754639127.7112386,.zip
data\reports\weekly_summary_20250731.md,87,1753962262.0843792,.md
data\reports\weekly_summary_20250731.md.zip,236,1754639127.7122076,.zip
data\reports\weekly_summary_20250803.md,87,1754228132.8418224,.md
data\reports\weekly_summary_20250804.md,87,1754316674.4106667,.md
data\reports\weekly_summary_20250804.txt,1004,1754316672.5701072,.txt
data\reports\weekly_summary_20250805.md,87,1754386534.9742134,.md
data\reports\weekly_summary_20250805.txt,1004,1754373130.0651684,.txt
data\reports\weekly_summary_20250808.md,87,1754663597.6629858,.md
data\reports\weekly_summary_20250809.md,87,1754695995.924722,.md
data\reports\weekly_summary_2025W30.md,51,1753856876.3870683,.md
data\reports\weekly_summary_2025W30.md.zip,198,1754639127.7152271,.zip
data\reports\reflection_log\reflection_20250806_2018.md,64,1754479081.647156,.md
data\snapshots\incremental_snapshot_20250806,28,1754479054.8203447,
data\snapshots\full_snapshot_20250804\adaptive_memory_priority.py,1536,1753856876.1150944,.py
data\snapshots\full_snapshot_20250804\adaptive_reasoning_agent.py,732,1754209639.873662,.py
data\snapshots\full_snapshot_20250804\adaptive_reasoning_rule_engine.py,2004,1753856876.1230638,.py
data\snapshots\full_snapshot_20250804\adaptive_reasoning_tuning.py,2250,1753856876.1160865,.py
data\snapshots\full_snapshot_20250804\agent_utils.py,67,1753856876.1250584,.py
data\snapshots\full_snapshot_20250804\autonomous_planner.py,114,1753933664.7412539,.py
data\snapshots\full_snapshot_20250804\auto_learning_loop.py,1725,1753856876.1290462,.py
data\snapshots\full_snapshot_20250804\auto_optimization_cleanup.py,1659,1753856876.1190724,.py
data\snapshots\full_snapshot_20250804\auto_recovery_agent.py,967,1754209639.874659,.py
data\snapshots\full_snapshot_20250804\context_aware_decision_engine.py,985,1754209639.874659,.py
data\snapshots\full_snapshot_20250804\context_aware_decision_engine_final.py,1436,1754209639.8756564,.py
data\snapshots\full_snapshot_20250804\controller.py,449,1753856876.1390197,.py
data\snapshots\full_snapshot_20250804\corrected.py,387,1753856876.1230638,.py
data\snapshots\full_snapshot_20250804\embedding_manager.py,2446,1753856876.141014,.py
data\snapshots\full_snapshot_20250804\emergency_recovery_agent.py,348,1753933664.717318,.py
data\snapshots\full_snapshot_20250804\evaluation_agent.py,147,1753856876.1250584,.py
data\snapshots\full_snapshot_20250804\fallback_stats_manager.py,2105,1753856876.1290462,.py
data\snapshots\full_snapshot_20250804\fixed_memory.py,614,1754096874.4011493,.py
data\snapshots\full_snapshot_20250804\fix_module_paths.py,1094,1753856876.1350317,.py
data\snapshots\full_snapshot_20250804\gpt.py,583,1753856876.1460004,.py
data\snapshots\full_snapshot_20250804\hybrid_decision_engine.py,5690,1753856876.150988,.py
data\snapshots\full_snapshot_20250804\hybrid_snapshot_manager.py,1729,1754273048.9894936,.py
data\snapshots\full_snapshot_20250804\internet_search_module.py,1566,1753955480.422903,.py
data\snapshots\full_snapshot_20250804\judge_agent.py,617,1754209639.876654,.py
data\snapshots\full_snapshot_20250804\judgment_rules.json,11356,1753856876.141014,.json
data\snapshots\full_snapshot_20250804\judgment_rules_manager.py,3124,1753856876.1549766,.py
data\snapshots\full_snapshot_20250804\log_manager.py,1030,1753856876.1589673,.py
data\snapshots\full_snapshot_20250804\log_refactor_agent.py,31,1754209639.877652,.py
data\snapshots\full_snapshot_20250804\long_term_memory.py,187,1753933664.738265,.py
data\snapshots\full_snapshot_20250804\loop_controller.py,22,1753856876.169478,.py
data\snapshots\full_snapshot_20250804\master_loop.py,283,1754205326.2934234,.py
data\snapshots\full_snapshot_20250804\memory.py,740,1753856876.1724668,.py
data\snapshots\full_snapshot_20250804\memory_agent.py,158,1753856876.1795437,.py
data\snapshots\full_snapshot_20250804\multi_agent_controller.py,35,1753933664.8542378,.py
data\snapshots\full_snapshot_20250804\notifications.py,793,1753856876.1460004,.py
data\snapshots\full_snapshot_20250804\notion_integration.py,1987,1754235145.7586896,.py
data\snapshots\full_snapshot_20250804\openai_client.py,1689,1754187953.4416595,.py
data\snapshots\full_snapshot_20250804\path_utils.py,2297,1754239864.0408015,.py
data\snapshots\full_snapshot_20250804\performance_metrics_evaluator.py,1684,1753856876.150988,.py
data\snapshots\full_snapshot_20250804\persistent_memory.py,1449,1754050546.4528627,.py
data\snapshots\full_snapshot_20250804\planner.py,27,1753856876.1905167,.py
data\snapshots\full_snapshot_20250804\refactor_agent.py,1235,1753964413.879965,.py
data\snapshots\full_snapshot_20250804\reflection_agent.py,731,1754226583.729287,.py
data\snapshots\full_snapshot_20250804\rule_optimizer.py,646,1753962208.630752,.py
data\snapshots\full_snapshot_20250804\self_diagnosis_recovery.py,2702,1753856876.1589673,.py
data\snapshots\full_snapshot_20250804\slack_client.py,957,1754198577.1854846,.py
data\snapshots\full_snapshot_20250804\system_failure_detector.py,1301,1753856876.202006,.py
data\snapshots\full_snapshot_20250804\system_integrity_check.py,1516,1753856876.208983,.py
data\snapshots\full_snapshot_20250804\threshold_optimizer.py,664,1753962220.2236488,.py
data\snapshots\full_snapshot_20250804\tool_manager.py,1395,1754209639.8786502,.py
data\snapshots\full_snapshot_20250804\ttl_memory_cleanup.py,1427,1753856876.211975,.py
data\snapshots\full_snapshot_20250804\update_learning_memory.py,35,1753933664.8482528,.py
data\snapshots\full_snapshot_20250804\__init__.py,28,1753856876.185528,.py
data\snapshots\incremental_snapshot_20250804\auto_recovery_agent.py,1123,1754295709.2069798,.py
data\snapshots\incremental_snapshot_20250804\fixed_memory.py,1109,1754278154.98659,.py
data\snapshots\incremental_snapshot_20250804\memory.py,436,1754278099.5625796,.py
data\snapshots\incremental_snapshot_20250804\persistent_memory.py,2041,1754278367.2422366,.py
data\snapshots\incremental_snapshot_20250804\slack_client.py,932,1754283709.7194524,.py
data\snapshots\incremental_snapshot_20250805\auto_recovery_agent.py,1123,1754295709.2069798,.py
data\snapshots\incremental_snapshot_20250805\fixed_memory.py,1109,1754278154.98659,.py
data\snapshots\incremental_snapshot_20250805\memory.py,436,1754278099.5625796,.py
data\snapshots\incremental_snapshot_20250805\persistent_memory.py,2041,1754278367.2422366,.py
data\snapshots\incremental_snapshot_20250805\reflection_agent.py,2503,1754373077.1805482,.py
data\snapshots\incremental_snapshot_20250805\slack_client.py,932,1754283709.7194524,.py
docs\VELOS_SYSTEM_DECLARATION_README.md,1055,1754362965.4643114,.md
docs\other_docs\giwanos_actual_final_structure.txt,18396,1753857374.9522033,.txt
docs\other_docs\__version__\README_AUTHOR.txt,205,1753856876.6393933,.txt
docs\other_docs\__version__\VERSION.txt,48,1753856876.641388,.txt
fonts\NotoSansKR-Regular.cw127.pkl,483,1754304484.6247756,.pkl
fonts\NotoSansKR-Regular.pkl,154401,1754304484.5579157,.pkl
fonts\NotoSansKR-Regular.ttf,6185516,1753856876.6204453,.ttf
fonts\OFL.txt,4481,1753856876.5476384,.txt
fonts\README.txt,2527,1753856876.5496323,.txt
fonts\Nanum_Gothic\NanumGothic-Bold.ttf,2072388,1753856876.4538896,.ttf
fonts\Nanum_Gothic\NanumGothic-ExtraBold.ttf,2111196,1753856876.4848063,.ttf
fonts\Nanum_Gothic\NanumGothic-Regular.cw127.pkl,495,1754188435.8249161,.pkl
fonts\Nanum_Gothic\NanumGothic-Regular.pkl,143343,1754188435.6907146,.pkl
fonts\Nanum_Gothic\NanumGothic-Regular.ttf,2053328,1753856876.4718404,.ttf
